# 类号 码点(hex) 码点(dec)
3313 U+F3401 996353
3314 U+F3402 996354
3315 U+F3403 996355
3316 U+F3404 996356
3317 U+F3405 996357
3318 U+F3406 996358
3319 U+F3407 996359
3320 U+F3408 996360
3321 U+F3409 996361
3322 U+F340A 996362
3323 U+F340B 996363
3324 U+F340C 996364
3325 U+F340D 996365
3326 U+F340E 996366
3327 U+F340F 996367
3328 U+F3410 996368
3329 U+F3411 996369
3330 U+F3412 996370
3331 U+F3413 996371
3332 U+F3414 996372
3333 U+F3415 996373
3334 U+F3416 996374
3335 U+F3417 996375
3336 U+F3418 996376
3337 U+F3419 996377
3338 U+F341A 996378
3339 U+F341B 996379
3340 U+F341C 996380
3341 U+F341D 996381
3342 U+F341E 996382
3343 U+F341F 996383
3344 U+F3420 996384
3345 U+F3421 996385
3346 U+F3422 996386
3347 U+F3423 996387
3348 U+F3424 996388
3349 U+F3425 996389
3350 U+F3426 996390
3351 U+F3427 996391
3352 U+F3428 996392
3353 U+F3429 996393
3354 U+F342A 996394
3355 U+F342B 996395
3356 U+F342C 996396
3357 U+F342D 996397
3358 U+F342E 996398
3359 U+F342F 996399
3360 U+F3430 996400
3361 U+F3431 996401
3362 U+F3432 996402
3363 U+F3433 996403
3364 U+F3434 996404
3365 U+F3435 996405
3366 U+F3436 996406
3367 U+F3437 996407
3368 U+F3438 996408
3369 U+F3439 996409
3370 U+F343A 996410
3371 U+F343B 996411
3372 U+F343C 996412
3373 U+F343D 996413
3374 U+F343E 996414
3375 U+F343F 996415
3376 U+F3440 996416
3377 U+F3441 996417
3378 U+F3442 996418
3379 U+F3443 996419
3380 U+F3444 996420
3381 U+F3445 996421
3382 U+F3446 996422
3383 U+F3447 996423
3384 U+F3448 996424
3385 U+F3449 996425
3386 U+F344A 996426
3387 U+F344B 996427
3388 U+F344C 996428
3389 U+F344D 996429
3390 U+F344E 996430
3391 U+F344F 996431
3392 U+F3450 996432
3393 U+F3451 996433
3394 U+F3452 996434
3395 U+F3453 996435
3396 U+F3454 996436
3397 U+F3455 996437
3398 U+F3456 996438
3399 U+F3457 996439
3400 U+F3458 996440
3401 U+F3459 996441
3402 U+F345A 996442
3403 U+F345B 996443
3404 U+F345C 996444
3405 U+F345D 996445
3406 U+F345E 996446
3407 U+F345F 996447
3408 U+F3460 996448
3409 U+F3461 996449
3410 U+F3462 996450
3411 U+F3463 996451
3412 U+F3464 996452
3413 U+F3465 996453
3414 U+F3466 996454
3415 U+F3467 996455
3416 U+F3468 996456
3417 U+F3469 996457
3418 U+F346A 996458
3419 U+F346B 996459
3420 U+F346C 996460
3421 U+F346D 996461
3422 U+F346E 996462
3423 U+F346F 996463
3424 U+F3470 996464
3425 U+F3471 996465
3426 U+F3472 996466
3427 U+F3473 996467
3428 U+F3474 996468
3429 U+F3475 996469
3430 U+F3476 996470
3431 U+F3477 996471
3432 U+F3478 996472
3433 U+F3479 996473
3434 U+F347A 996474
3435 U+F347B 996475
3436 U+F347C 996476
3437 U+F347D 996477
3438 U+F347E 996478
3439 U+F347F 996479
3440 U+F3480 996480
3441 U+F3481 996481
3442 U+F3482 996482
3443 U+F3483 996483
3444 U+F3484 996484
3445 U+F3485 996485
3446 U+F3486 996486
3447 U+F3487 996487
3448 U+F3488 996488
3449 U+F3489 996489
3450 U+F348A 996490
3451 U+F348B 996491
3452 U+F348C 996492
3453 U+F348D 996493
3454 U+F348E 996494
3455 U+F348F 996495
3456 U+F3490 996496
3457 U+F3491 996497
3458 U+F3492 996498
3459 U+F3493 996499
3460 U+F3494 996500
3461 U+F3495 996501
3462 U+F3496 996502
3463 U+F3497 996503
3464 U+F3498 996504
3465 U+F3499 996505
3466 U+F349A 996506
3467 U+F349B 996507
3468 U+F349C 996508
3469 U+F349D 996509
3470 U+F349E 996510
3471 U+F349F 996511
3472 U+F34A0 996512
3473 U+F34A1 996513
3474 U+F34A2 996514
3475 U+F34A3 996515
3476 U+F34A4 996516
3477 U+F34A5 996517
3478 U+F34A6 996518
3479 U+F34A7 996519
3480 U+F34A8 996520
3481 U+F34A9 996521
3482 U+F34AA 996522
3483 U+F34AB 996523
3484 U+F34AC 996524
3485 U+F34AD 996525
3486 U+F34AE 996526
3487 U+F34AF 996527
3488 U+F34B0 996528
3489 U+F34B1 996529
3490 U+F34B2 996530
3491 U+F34B3 996531
3492 U+F34B4 996532
3493 U+F34B5 996533
3494 U+F34B6 996534
3495 U+F34B7 996535
3496 U+F34B8 996536
3497 U+F34B9 996537
3498 U+F34BA 996538
3499 U+F34BB 996539
3500 U+F34BC 996540
3501 U+F34BD 996541
3502 U+F34BE 996542
3503 U+F34BF 996543
3504 U+F34C0 996544
3505 U+F34C1 996545
3506 U+F34C2 996546
3507 U+F34C3 996547
3508 U+F34C4 996548
3509 U+F34C5 996549
3510 U+F34C6 996550
3511 U+F34C7 996551
3512 U+F34C8 996552
3513 U+F34C9 996553
3514 U+F34CA 996554
3515 U+F34CB 996555
3516 U+F34CC 996556
3517 U+F34CD 996557
3518 U+F34CE 996558
3519 U+F34CF 996559
3520 U+F34D0 996560
3521 U+F34D1 996561
3522 U+F34D2 996562
3523 U+F34D3 996563
3524 U+F34D4 996564
3525 U+F34D5 996565
3526 U+F34D6 996566
3527 U+F34D7 996567
3528 U+F34D8 996568
3529 U+F34D9 996569
3530 U+F34DA 996570
3531 U+F34DB 996571
3532 U+F34DC 996572
3533 U+F34DD 996573
3534 U+F34DE 996574
3535 U+F34DF 996575
3536 U+F34E0 996576
3537 U+F34E1 996577
3538 U+F34E2 996578
3539 U+F34E3 996579
3540 U+F34E4 996580
3541 U+F34E5 996581
3542 U+F34E6 996582
3543 U+F34E7 996583
3544 U+F34E8 996584
3545 U+F34E9 996585
3546 U+F34EA 996586
3547 U+F34EB 996587
3548 U+F34EC 996588
3549 U+F34ED 996589
3550 U+F34EE 996590
3551 U+F34EF 996591
3552 U+F34F0 996592
3553 U+F34F1 996593
3554 U+F34F2 996594
3555 U+F34F3 996595
3556 U+F34F4 996596
3557 U+F34F5 996597
3558 U+F34F6 996598
3559 U+F34F7 996599
3560 U+F34F8 996600
3561 U+F34F9 996601
3562 U+F34FA 996602
3563 U+F34FB 996603
3564 U+F34FC 996604
3565 U+F34FD 996605
3566 U+F34FE 996606
3567 U+F34FF 996607
3568 U+F3500 996608
3569 U+F3501 996609
3570 U+F3502 996610
3571 U+F3503 996611
3572 U+F3504 996612
3573 U+F3505 996613
3574 U+F3506 996614
3575 U+F3507 996615
3576 U+F3508 996616
3577 U+F3509 996617
3578 U+F350A 996618
3579 U+F350B 996619
3580 U+F350C 996620
3581 U+F350D 996621
3582 U+F350E 996622
3583 U+F350F 996623
3584 U+F3510 996624
3585 U+F3511 996625
3586 U+F3512 996626
3587 U+F3513 996627
3588 U+F3514 996628
3589 U+F3515 996629
3590 U+F3516 996630
3591 U+F3517 996631
3592 U+F3518 996632
3593 U+F3519 996633
3594 U+F351A 996634
3595 U+F351B 996635
3596 U+F351C 996636
3597 U+F351D 996637
3598 U+F351E 996638
3599 U+F351F 996639
3600 U+F3520 996640
3601 U+F3521 996641
3602 U+F3522 996642
3603 U+F3523 996643
3604 U+F3524 996644
3605 U+F3525 996645
3606 U+F3526 996646
3607 U+F3527 996647
3608 U+F3528 996648
3609 U+F3529 996649
3610 U+F352A 996650
3611 U+F352B 996651
3612 U+F352C 996652
3613 U+F352D 996653
3614 U+F352E 996654
3615 U+F352F 996655
3616 U+F3530 996656
3617 U+F3531 996657
3618 U+F3532 996658
3619 U+F3533 996659
3620 U+F3534 996660
3621 U+F3535 996661
3622 U+F3536 996662
3623 U+F3537 996663
3624 U+F3538 996664
3625 U+F3539 996665
3626 U+F353A 996666
3627 U+F353B 996667
3628 U+F353C 996668
3629 U+F353D 996669
3630 U+F353E 996670
3631 U+F353F 996671
3632 U+F3540 996672
3633 U+F3541 996673
3634 U+F3542 996674
3635 U+F3543 996675
3636 U+F3544 996676
3637 U+F3545 996677
3638 U+F3546 996678
3639 U+F3547 996679
3640 U+F3548 996680
3641 U+F3549 996681
3642 U+F354A 996682
3643 U+F354B 996683
3644 U+F354C 996684
3645 U+F354D 996685
3646 U+F354E 996686
3647 U+F354F 996687
3648 U+F3550 996688
3649 U+F3551 996689
3650 U+F3552 996690
3651 U+F3553 996691
3652 U+F3554 996692
3653 U+F3555 996693
3654 U+F3556 996694
3655 U+F3557 996695
3656 U+F3558 996696
3657 U+F3559 996697
3658 U+F355A 996698
3659 U+F355B 996699
3660 U+F355C 996700
3661 U+F355D 996701
3662 U+F355E 996702
3663 U+F355F 996703
3664 U+F3560 996704
3665 U+F3561 996705
3666 U+F3562 996706
3667 U+F3563 996707
3668 U+F3564 996708
3669 U+F3565 996709
3670 U+F3566 996710
3671 U+F3567 996711
3672 U+F3568 996712
3673 U+F3569 996713
3674 U+F356A 996714
3675 U+F356B 996715
3676 U+F356C 996716
3677 U+F356D 996717
3678 U+F356E 996718
3679 U+F356F 996719
3680 U+F3570 996720
3681 U+F3571 996721
3682 U+F3572 996722
3683 U+F3573 996723
3684 U+F3574 996724
3685 U+F3575 996725
3686 U+F3576 996726
3687 U+F3577 996727
3688 U+F3578 996728
3689 U+F3579 996729
3690 U+F357A 996730
3691 U+F357B 996731
3692 U+F357C 996732
3693 U+F357D 996733
3694 U+F357E 996734
3695 U+F357F 996735
3696 U+F3580 996736
3697 U+F3581 996737
3698 U+F3582 996738
3699 U+F3583 996739
3700 U+F3584 996740
3701 U+F3585 996741
3702 U+F3586 996742
3703 U+F3587 996743
3704 U+F3588 996744
3705 U+F3589 996745
3706 U+F358A 996746
3707 U+F358B 996747
3708 U+F358C 996748
3709 U+F358D 996749
3710 U+F358E 996750
3711 U+F358F 996751
3712 U+F3590 996752
3713 U+F3591 996753
3714 U+F3592 996754
3715 U+F3593 996755
3716 U+F3594 996756
3717 U+F3595 996757
3718 U+F3596 996758
3719 U+F3597 996759
3720 U+F3598 996760
3721 U+F3599 996761
3722 U+F359A 996762
3723 U+F359B 996763
3724 U+F359C 996764
3725 U+F359D 996765
3726 U+F359E 996766
3727 U+F359F 996767
3728 U+F35A0 996768
3729 U+F35A1 996769
3730 U+F35A2 996770
3731 U+F35A3 996771
3732 U+F35A4 996772
3733 U+F35A5 996773
3734 U+F35A6 996774
3735 U+F35A7 996775
3736 U+F35A8 996776
3737 U+F35A9 996777
3738 U+F35AA 996778
3739 U+F35AB 996779
3740 U+F35AC 996780
3741 U+F35AD 996781
3742 U+F35AE 996782
3743 U+F35AF 996783
3744 U+F35B0 996784
3745 U+F35B1 996785
3746 U+F35B2 996786
3747 U+F35B3 996787
3748 U+F35B4 996788
3749 U+F35B5 996789
3750 U+F35B6 996790
3751 U+F35B7 996791
3752 U+F35B8 996792
3753 U+F35B9 996793
3754 U+F35BA 996794
3755 U+F35BB 996795
3756 U+F35BC 996796
3757 U+F35BD 996797
3758 U+F35BE 996798
3759 U+F35BF 996799
3760 U+F35C0 996800
3761 U+F35C1 996801
3762 U+F35C2 996802
3763 U+F35C3 996803
3764 U+F35C4 996804
3765 U+F35C5 996805
3766 U+F35C6 996806
3767 U+F35C7 996807
3768 U+F35C8 996808
3769 U+F35C9 996809
3770 U+F35CA 996810
3771 U+F35CB 996811
3772 U+F35CC 996812
3773 U+F35CD 996813
3774 U+F35CE 996814
3775 U+F35CF 996815
3776 U+F35D0 996816
3777 U+F35D1 996817
3778 U+F35D2 996818
3779 U+F35D3 996819
3780 U+F35D4 996820
3781 U+F35D5 996821
3782 U+F35D6 996822
3783 U+F35D7 996823
3784 U+F35D8 996824
3785 U+F35D9 996825
3786 U+F35DA 996826
3787 U+F35DB 996827
3788 U+F35DC 996828
3789 U+F35DD 996829
3790 U+F35DE 996830
3791 U+F35DF 996831
3792 U+F35E0 996832
3793 U+F35E1 996833
3794 U+F35E2 996834
3795 U+F35E3 996835
3796 U+F35E4 996836
3797 U+F35E5 996837
3798 U+F35E6 996838
3799 U+F35E7 996839
3800 U+F35E8 996840
3801 U+F35E9 996841
3802 U+F35EA 996842
3803 U+F35EB 996843
3804 U+F35EC 996844
3805 U+F35ED 996845
3806 U+F35EE 996846
3807 U+F35EF 996847
3808 U+F35F0 996848
3809 U+F35F1 996849
3810 U+F35F2 996850
3811 U+F35F3 996851
3812 U+F35F4 996852
3813 U+F35F5 996853
3814 U+F35F6 996854
3815 U+F35F7 996855
3816 U+F35F8 996856
3817 U+F35F9 996857
3818 U+F35FA 996858
3819 U+F35FB 996859
3820 U+F35FC 996860
3821 U+F35FD 996861
3822 U+F35FE 996862
3823 U+F35FF 996863
3824 U+F3600 996864
3825 U+F3601 996865
3826 U+F3602 996866
3827 U+F3603 996867
3828 U+F3604 996868
3829 U+F3605 996869
3830 U+F3606 996870
3831 U+F3607 996871
3832 U+F3608 996872
3833 U+F3609 996873
3834 U+F360A 996874
3835 U+F360B 996875
3836 U+F360C 996876
3837 U+F360D 996877
3838 U+F360E 996878
3839 U+F360F 996879
3840 U+F3610 996880
3841 U+F3611 996881
3842 U+F3612 996882
3843 U+F3613 996883
3844 U+F3614 996884
3845 U+F3615 996885
3846 U+F3616 996886
3847 U+F3617 996887
3848 U+F3618 996888
3849 U+F3619 996889
3850 U+F361A 996890
3851 U+F361B 996891
3852 U+F361C 996892
3853 U+F361D 996893
3854 U+F361E 996894
3855 U+F361F 996895
3856 U+F3620 996896
3857 U+F3621 996897
3858 U+F3622 996898
3859 U+F3623 996899
3860 U+F3624 996900
3861 U+F3625 996901
3862 U+F3626 996902
3863 U+F3627 996903
3864 U+F3628 996904
3865 U+F3629 996905
3866 U+F362A 996906
3867 U+F362B 996907
3868 U+F362C 996908
3869 U+F362D 996909
3870 U+F362E 996910
3871 U+F362F 996911
3872 U+F3630 996912
3873 U+F3631 996913
3874 U+F3632 996914
3875 U+F3633 996915
3876 U+F3634 996916
3877 U+F3635 996917
3878 U+F3636 996918
3879 U+F3637 996919
3880 U+F3638 996920
3881 U+F3639 996921
3882 U+F363A 996922
3883 U+F363B 996923
3884 U+F363C 996924
3885 U+F363D 996925
3886 U+F363E 996926
3887 U+F363F 996927
3888 U+F3640 996928
3889 U+F3641 996929
3890 U+F3642 996930
3891 U+F3643 996931
3892 U+F3644 996932
3893 U+F3645 996933
3894 U+F3646 996934
3895 U+F3647 996935
3896 U+F3648 996936
3897 U+F3649 996937
3898 U+F364A 996938
3899 U+F364B 996939
3900 U+F364C 996940
3901 U+F364D 996941
3902 U+F364E 996942
3903 U+F364F 996943
3904 U+F3650 996944
3905 U+F3651 996945
3906 U+F3652 996946
3907 U+F3653 996947
3908 U+F3654 996948
3909 U+F3655 996949
3910 U+F3656 996950
3911 U+F3657 996951
3912 U+F3658 996952
3913 U+F3659 996953
3914 U+F365A 996954
3915 U+F365B 996955
3916 U+F365C 996956
3917 U+F365D 996957
3918 U+F365E 996958
3919 U+F365F 996959
3920 U+F3660 996960
3921 U+F3661 996961
3922 U+F3662 996962
3923 U+F3663 996963
3924 U+F3664 996964
3925 U+F3665 996965
3926 U+F3666 996966
3927 U+F3667 996967
3928 U+F3668 996968
3929 U+F3669 996969
3930 U+F366A 996970
3931 U+F366B 996971
3932 U+F366C 996972
3933 U+F366D 996973
3934 U+F366E 996974
3935 U+F366F 996975
3936 U+F3670 996976
3937 U+F3671 996977
3938 U+F3672 996978
3939 U+F3673 996979
3940 U+F3674 996980
3941 U+F3675 996981
3942 U+F3676 996982
3943 U+F3677 996983
3944 U+F3678 996984
3945 U+F3679 996985
3946 U+F367A 996986
3947 U+F367B 996987
3948 U+F367C 996988
3949 U+F367D 996989
3950 U+F367E 996990
3951 U+F367F 996991
3952 U+F3680 996992
3953 U+F3681 996993
3954 U+F3682 996994
3955 U+F3683 996995
3956 U+F3684 996996
3957 U+F3685 996997
3958 U+F3686 996998
3959 U+F3687 996999
3960 U+F3688 997000
3961 U+F3689 997001
3962 U+F368A 997002
3963 U+F368B 997003
3964 U+F368C 997004
3965 U+F368D 997005
3966 U+F368E 997006
3967 U+F368F 997007
3968 U+F3690 997008
3969 U+F3691 997009
3970 U+F3692 997010
3971 U+F3693 997011
3972 U+F3694 997012
3973 U+F3695 997013
3974 U+F3696 997014
3975 U+F3697 997015
3976 U+F3698 997016
3977 U+F3699 997017
3978 U+F369A 997018
3979 U+F369B 997019
3980 U+F369C 997020
3981 U+F369D 997021
3982 U+F369E 997022
3983 U+F369F 997023
3984 U+F36A0 997024
3985 U+F36A1 997025
3986 U+F36A2 997026
3987 U+F36A3 997027
3988 U+F36A4 997028
3989 U+F36A5 997029
3990 U+F36A6 997030
3991 U+F36A7 997031
3992 U+F36A8 997032
3993 U+F36A9 997033
3994 U+F36AA 997034
3995 U+F36AB 997035
3996 U+F36AC 997036
3997 U+F36AD 997037
3998 U+F36AE 997038
3999 U+F36AF 997039
4000 U+F36B0 997040
4001 U+F36B1 997041
4002 U+F36B2 997042
4003 U+F36B3 997043
4004 U+F36B4 997044
4005 U+F36B5 997045
4006 U+F36B6 997046
4007 U+F36B7 997047
4008 U+F36B8 997048
4009 U+F36B9 997049
4010 U+F36BA 997050
4011 U+F36BB 997051
4012 U+F36BC 997052
4013 U+F36BD 997053
4014 U+F36BE 997054
4015 U+F36BF 997055
4016 U+F36C0 997056
4017 U+F36C1 997057
4018 U+F36C2 997058
4019 U+F36C3 997059
4020 U+F36C4 997060
4021 U+F36C5 997061
4022 U+F36C6 997062
4023 U+F36C7 997063
4024 U+F36C8 997064
4025 U+F36C9 997065
4026 U+F36CA 997066
4027 U+F36CB 997067
4028 U+F36CC 997068
4029 U+F36CD 997069
4030 U+F36CE 997070
4031 U+F36CF 997071
4032 U+F36D0 997072
4033 U+F36D1 997073
4034 U+F36D2 997074
4035 U+F36D3 997075
4036 U+F36D4 997076
4037 U+F36D5 997077
4038 U+F36D6 997078
4039 U+F36D7 997079
4040 U+F36D8 997080
4041 U+F36D9 997081
4042 U+F36DA 997082
4043 U+F36DB 997083
4044 U+F36DC 997084
4045 U+F36DD 997085
4046 U+F36DE 997086
4047 U+F36DF 997087
4048 U+F36E0 997088
4049 U+F36E1 997089
4050 U+F36E2 997090
4051 U+F36E3 997091
4052 U+F36E4 997092
4053 U+F36E5 997093
4054 U+F36E6 997094
4055 U+F36E7 997095
4056 U+F36E8 997096
4057 U+F36E9 997097
4058 U+F36EA 997098
4059 U+F36EB 997099
4060 U+F36EC 997100
4061 U+F36ED 997101
4062 U+F36EE 997102
4063 U+F36EF 997103
4064 U+F36F0 997104
4065 U+F36F1 997105
4066 U+F36F2 997106
4067 U+F36F3 997107
4068 U+F36F4 997108
4069 U+F36F5 997109
4070 U+F36F6 997110
4071 U+F36F7 997111
4072 U+F36F8 997112
4073 U+F36F9 997113
4074 U+F36FA 997114
4075 U+F36FB 997115
4076 U+F36FC 997116
4077 U+F36FD 997117
4078 U+F36FE 997118
4079 U+F36FF 997119
4080 U+F3700 997120
4081 U+F3701 997121
4082 U+F3702 997122
4083 U+F3703 997123
4084 U+F3704 997124
4085 U+F3705 997125
4086 U+F3706 997126
4087 U+F3707 997127
4088 U+F3708 997128
4089 U+F3709 997129
4090 U+F370A 997130
4091 U+F370B 997131
4092 U+F370C 997132
4093 U+F370D 997133
4094 U+F370E 997134
4095 U+F370F 997135
4096 U+F3710 997136
4097 U+F3711 997137
4098 U+F3712 997138
4099 U+F3713 997139
4100 U+F3714 997140
4101 U+F3715 997141
4102 U+F3716 997142
4103 U+F3717 997143
4104 U+F3718 997144
4105 U+F3719 997145
4106 U+F371A 997146
4107 U+F371B 997147
4108 U+F371C 997148
4109 U+F371D 997149
4110 U+F371E 997150
4111 U+F371F 997151
4112 U+F3720 997152
4113 U+F3721 997153
4114 U+F3722 997154
4115 U+F3723 997155
4116 U+F3724 997156
4117 U+F3725 997157
4118 U+F3726 997158
4119 U+F3727 997159
